SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,latitude,longitude,IS SHORT SALE
Past Sale,Single Family Residential,1587 Kennewick Dr,Sunnyvale,CA,94087,,4,2,94087,1768,,1958,,,,,,,,,,42123,2120000,http://www.redfin.com/CA/Sunnyvale/1587-Kennewick-Dr-94087/home/771364,,,,N,Y,37.341616,-122.049025,
Past Sale,Single Family Residential,940 Harney Way,SUNNYVALE,CA,94087,1649000,3,2,SUNNYVALE,1762,10240,1959,2,Garage,,Sold,,,,,1649000,42198,1780000,http://www.redfin.com/CA/Sunnyvale/940-Harney-Way-94087/home/768564,MLSListings Inc. (MLSLI),ML81468273,Alain Pinel Realtors,N,Y,37.341694,-122.051843,0
Past Sale,Condo/Coop,12 Farm Rd,Los Altos,CA,94024,,2,2,94024,1518,,1973,,,,,,,,,,42118,367000,http://www.redfin.com/CA/Los-Altos/12-Farm-Rd-94024/home/779921,,,,N,Y,37.34174,-122.076054,
Past Sale,Single Family Residential,1590 Wright Ave,SUNNYVALE,CA,94087,1749888,4,2.5,SUNNYVALE,2258,9084,1973,2,Garage,,Sold,,,,42195,1799888,42233,1749888,http://www.redfin.com/CA/Sunnyvale/1590-Wright-Ave-94087/home/1708894,MLSListings Inc. (MLSLI),ML81472098,CSR Real Estate Services,N,Y,37.341814,-122.054651,0
Past Sale,Single Family Residential,1592 Parrot Ave,SUNNYVALE,CA,94087,1268000,4,2,SUNNYVALE,1421,6300,1959,2,Garage,,Sold,,,,,1268000,42257,1420000,http://www.redfin.com/CA/Sunnyvale/1592-Parrot-Ave-94087/home/1023837,MLSListings Inc. (MLSLI),ML81499534,Keller Williams Realty - Cupertino,N,Y,37.341872,-122.00884,0
Past Sale,Single Family Residential,945 Yorkshire Dr,LOS ALTOS,CA,94024,2298000,4,3,LOS ALTOS,2225,10505,1959,2,Garage,,Sold,,,,,2298000,42262,2530000,http://www.redfin.com/CA/Los-Altos/945-Yorkshire-Dr-94024/home/1178572,MLSListings Inc. (MLSLI),ML81500864,Coldwell Banker,N,Y,37.341953,-122.087522,0
Past Sale,Single Family Residential,10580 Berkshire Dr,Los Altos,CA,94024,,5,3.5,94024,5296,,1960,,,,,,,,,,42080,4800000,http://www.redfin.com/CA/Los-Altos/10580-Berkshire-Dr-94024/home/777491,,,,N,Y,37.341964,-122.103477,
Past Sale,Single Family Residential,1102 Teal Dr,SUNNYVALE,CA,94087,1098000,4,2,SUNNYVALE,1421,10511,1958,2,Garage,,Sold,,,,,1098000,42216,1285000,http://www.redfin.com/CA/Sunnyvale/1102-Teal-Dr-94087/home/847206,MLSListings Inc. (MLSLI),ML81471938,Intero Real Estate Services,N,Y,37.341965,-122.0029652,0
Past Sale,Single Family Residential,1983 Fallen Leaf Ln,LOS ALTOS,CA,94024,1789000,4,2.5,LOS ALTOS,1876,13612,1961,2,Garage,,Sold,,,,,1789000,42088,1970000,http://www.redfin.com/CA/Los-Altos/1983-Fallen-Leaf-Ln-94024/home/1226292,MLSListings Inc. (MLSLI),ML81454665,Coldwell Banker,N,Y,37.342022,-122.065286,0
Past Sale,Single Family Residential,1574 Samedra St,SUNNYVALE,CA,94087,1899000,3,2.5,SUNNYVALE,1736,10214,1957,2,Garage,,Sold,,,,,1899000,42318,1855000,http://www.redfin.com/CA/Sunnyvale/1574-Samedra-St-94087/home/1024599,MLSListings Inc. (MLSLI),ML81519692,Sereno Group,N,Y,37.342107,-122.050774,0
Past Sale,Single Family Residential,1573 Samedra St,SUNNYVALE,CA,94087,1588000,3,2,SUNNYVALE,1977,10197,1956,2,Garage,,Sold,,,,,1588000,42187,1928000,http://www.redfin.com/CA/Sunnyvale/1573-Samedra-St-94087/home/1048563,MLSListings Inc. (MLSLI),ML81468498,Keller Williams Realty - Cupertino,N,Y,37.342108,-122.051408,0
Past Sale,Townhouse,1529 New Brunswick Ave,SUNNYVALE,CA,94087,988888,3,2,SUNNYVALE,1144,2281,1976,2,Garage,,Sold,,,,,988888,42353,1238000,http://www.redfin.com/CA/Sunnyvale/1529-New-Brunswick-Ave-94087/home/770961,MLSListings Inc. (MLSLI),ML81521395,Maxreal Property,N,Y,37.34219,-122.04359,0
Past Sale,Single Family Residential,1566 Ashcroft Way,SUNNYVALE,CA,94087,1625000,3,2,SUNNYVALE,1900,8592,1958,2,Garage,,Sold,,,,,1625000,42227,1800000,http://www.redfin.com/CA/Sunnyvale/1566-Ashcroft-Way-94087/home/675882,MLSListings Inc. (MLSLI),ML81485128,Benson Real Estate,N,Y,37.342274,-122.063882,0
Past Sale,Single Family Residential,1088 Hamshire Ct,SUNNYVALE,CA,94087,1388000,4,2,SUNNYVALE,1662,6268,1958,2,Garage,,Sold,,,,,1388000,42201,1670000,http://www.redfin.com/CA/Sunnyvale/1088-Hamshire-Ct-94087/home/800819,MLSListings Inc. (MLSLI),ML81469367,The O'Halloran Group,N,Y,37.342303,-122.003799,0
Past Sale,Multi-Family (5+ Unit),687 Grand Coulee Ave,Sunnyvale,CA,94087,,,,94087,2962,,1960,,,,,,,,,,42136,1600000,http://www.redfin.com/CA/Sunnyvale/687-Grand-Coulee-Ave-94087/home/568072,,,,N,Y,37.342331,-122.040205,
Past Sale,Single Family Residential,1581 Kingsgate Dr,SUNNYVALE,CA,94087,1689000,4,2,SUNNYVALE,2398,9538,1958,2,Garage,,Sold,,,,,1689000,42291,2100000,http://www.redfin.com/CA/Sunnyvale/1581-Kingsgate-Dr-94087/home/1120263,MLSListings Inc. (MLSLI),ML81513628,Keller Williams Realty - Cupertino,N,Y,37.342337,-122.047767,0
Past Sale,Single Family Residential,978 Highlands Cir,Los Altos,CA,94024,,6,3.5,94024,2893,,1959,,,,,,,,,,42055,2530000,http://www.redfin.com/CA/Los-Altos/978-Highlands-Cir-94024/home/1550260,,,,N,Y,37.342517,-122.087687,
Past Sale,Single Family Residential,1566 Riorden Ter,Sunnyvale,CA,94087,,4,3,94087,1933,,2007,,,,,,,,,,42121,1790000,http://www.redfin.com/CA/Sunnyvale/1566-Riorden-Ter-94087/home/17292163,,,,N,Y,37.3425255,-122.0369642,
Past Sale,Condo/Coop,680 Alberta Ave Unit F,SUNNYVALE,CA,94087,698000,2,2,SUNNYVALE,975,2178,1981,1,Garage,,Sold,,,,,698000,42139,810000,http://www.redfin.com/CA/Sunnyvale/680-Alberta-Ave-94087/unit-F/home/1594036,MLSListings Inc. (MLSLI),ML81463632,Coldwell Banker,N,Y,37.342541,-122.040597,0
Past Sale,Single Family Residential,10590 Chardonnay Ln,LOS ALTOS HILLS,CA,94024,2995000,5,3.5,LOS ALTOS HILLS,4417,43561,1991,1,Garage,,Sold,,,,,2995000,42080,3250000,http://www.redfin.com/CA/Los-Altos/10590-Chardonnay-Ln-94024/home/1344609,MLSListings Inc. (MLSLI),ML81455493,Alain Pinel Realtors,N,Y,37.34257,-122.100487,0
Past Sale,Single Family Residential,791 Nisqually Dr,SUNNYVALE,CA,94087,1658000,3,2,SUNNYVALE,1512,8007,1960,2,Garage,,Sold,,,,,1658000,42230,1760000,http://www.redfin.com/CA/Sunnyvale/791-Nisqually-Dr-94087/home/1415204,MLSListings Inc. (MLSLI),ML81484865,KW Bay Area Estates,N,Y,37.342653,-122.044381,0
Past Sale,Single Family Residential,1567 Dominion Ave,SUNNYVALE,CA,94087,1399999,3,2,SUNNYVALE,1435,8425,1956,2,Garage,,Sold,,,,,1399999,42317,1611000,http://www.redfin.com/CA/Sunnyvale/1567-Dominion-Ave-94087/home/769832,MLSListings Inc. (MLSLI),ML81514998,Intero Real Estate Services,N,Y,37.342658,-122.05785,0
Past Sale,Single Family Residential,1551 Fraser Dr,SUNNYVALE,CA,94087,1695000,3,2.5,SUNNYVALE,1831,8165,1962,2,Garage,,Sold,,,,,1695000,42178,1800000,http://www.redfin.com/CA/Sunnyvale/1551-Fraser-Dr-94087/home/1493396,MLSListings Inc. (MLSLI),ML81467100,Keller Williams Palo Alto,N,Y,37.342667,-122.0540449,0
Past Sale,Multi-Family (2-4 Unit),566 Alberta Ave,SUNNYVALE,CA,94087,1750000,5,,SUNNYVALE,2476,8200,1968,1,Garage,,Sold,,,,,1750000,42174,1700000,http://www.redfin.com/CA/Sunnyvale/566-Alberta-Ave-94087/home/1344449,MLSListings Inc. (MLSLI),ML81468391,Intero Real Estate Services,N,Y,37.342792,-122.03528,0
Past Sale,Single Family Residential,1563 Parrot Ave,SUNNYVALE,CA,94087,1238888,4,2,SUNNYVALE,1866,7168,1959,2,Garage,,Sold,,,,,1238888,42244,1565000,http://www.redfin.com/CA/Sunnyvale/1563-Parrot-Ave-94087/home/1150066,MLSListings Inc. (MLSLI),ML81483207,Century 21 M&M and Associates,N,Y,37.34286,-122.009401,0
Past Sale,Single Family Residential,1560 Oak Point Ter,SUNNYVALE,CA,94087,1298000,3,2.5,SUNNYVALE,1571,2261,1997,2,Garage,,Sold,,,,,1298000,42321,1500888,http://www.redfin.com/CA/Sunnyvale/1560-Oak-Point-Ter-94087/home/1804862,MLSListings Inc. (MLSLI),ML81517838,Coldwell Banker,N,Y,37.3428905,-122.0396996,0
Past Sale,Single Family Residential,1564 Partridge Ct,SUNNYVALE,CA,94087,1348000,4,2,SUNNYVALE,1421,6930,1959,2,Garage,,Sold,,,,,1348000,42144,1700000,http://www.redfin.com/CA/Sunnyvale/1564-Partridge-Ct-94087/home/1307033,MLSListings Inc. (MLSLI),ML81464874,Intero Real Estate Services,N,Y,37.342897,-122.007956,0
Past Sale,Single Family Residential,987 Highlands Cir,LOS ALTOS,CA,94024,2099000,4,3,LOS ALTOS,2116,11288,1958,2,Garage,,Sold,,,,42319,2250000,42376,2050000,http://www.redfin.com/CA/Los-Altos/987-Highlands-Cir-94024/home/1243698,MLSListings Inc. (MLSLI),ML81515913,Coldwell Banker,N,Y,37.343009,-122.087935,0
Past Sale,Single Family Residential,965 Glenbar Ave,SUNNYVALE,CA,94087,1448000,5,2,SUNNYVALE,1904,6788,1957,2,Garage,,Sold,,,,,1448000,42332,1453000,http://www.redfin.com/CA/Sunnyvale/965-Glenbar-Ave-94087/home/597228,MLSListings Inc. (MLSLI),ML81516836,Keller Williams Realty - Cupertino,N,Y,37.343255,-122.009048,0
Past Sale,Single Family Residential,1543 Oriole Ave,Sunnyvale,CA,94087,,3,2,94087,1362,,1962,,,,,,,,,,42166,1650000,http://www.redfin.com/CA/Sunnyvale/1543-Oriole-Ave-94087/home/1119939,,,,N,Y,37.343348,-122.010312,
Past Sale,Single Family Residential,1538 S Mary Ave,SUNNYVALE,CA,94087,1538000,3,2,SUNNYVALE,2086,8550,1956,2,Garage,,Sold,,,,,1538000,42053,1803000,http://www.redfin.com/CA/Sunnyvale/1538-S-Mary-Ave-94087/home/769670,MLSListings Inc. (MLSLI),ML81450397,Intero Real Estate Services,N,Y,37.343362,-122.049647,0
Past Sale,Single Family Residential,1556 Magpie Ln,SUNNYVALE,CA,94087,1498000,4,2,SUNNYVALE,1525,6621,1961,2,Garage,,Sold,,,,,1498000,42268,1590000,http://www.redfin.com/CA/Sunnyvale/1556-Magpie-Ln-94087/home/762590,MLSListings Inc. (MLSLI),ML81501232,Intero Real Estate Services,N,Y,37.34347,-122.015842,0
Past Sale,Single Family Residential,1951 ANNETTE Ln,LOS ALTOS,CA,94024,2000000,4,2,LOS ALTOS,2074,9583,1958,2,Garage,,Sold,,,,,2000000,42113,2510000,http://www.redfin.com/CA/Los-Altos/1951-Annette-Ln-94024/home/1471471,MLSListings Inc. (MLSLI),ML81459771,Alain Pinel Realtors,N,Y,37.343471,-122.070259,0
Past Sale,Single Family Residential,1546 Orillia Ct,SUNNYVALE,CA,94087,1799000,5,3.5,SUNNYVALE,2926,8736,1963,2,Garage,,Sold,,,,42123,1895000,42131,2100000,http://www.redfin.com/CA/Sunnyvale/1546-Orillia-Ct-94087/home/972310,MLSListings Inc. (MLSLI),ML81462490,Intero Real Estate Services,N,Y,37.343508,-122.039426,0
Past Sale,Single Family Residential,1507 Yukon Dr,SUNNYVALE,CA,94087,1428000,3,2,SUNNYVALE,1172,4636,1968,2,Garage,,Sold,,,,,1428000,42328,1423000,http://www.redfin.com/CA/Sunnyvale/1507-Yukon-Dr-94087/home/1709058,MLSListings Inc. (MLSLI),ML81515812,Keller Williams Realty - Cupertino,N,Y,37.343547,-122.03435,0
Past Sale,Single Family Residential,1538 Coronach Ave,SUNNYVALE,CA,94087,1728000,4,2,SUNNYVALE,2103,9360,1956,2,Garage,,Sold,,,,,1728000,42205,2200000,http://www.redfin.com/CA/Sunnyvale/1538-Coronach-Ave-94087/home/769286,MLSListings Inc. (MLSLI),ML81483834,Coldwell Banker,N,Y,37.343579,-122.057889,0
Past Sale,Single Family Residential,832 Fife Way,SUNNYVALE,CA,94087,1500000,3,2,SUNNYVALE,1774,6379,1961,2,Garage,,Sold,,,,,1500000,42230,1552400,http://www.redfin.com/CA/Sunnyvale/832-Fife-Way-94087/home/1313149,MLSListings Inc. (MLSLI),ML81483249,Coldwell Banker,N,Y,37.343596,-122.017324,0
Past Sale,Single Family Residential,1943 Annette Ln,LOS ALTOS,CA,94024,2500000,4,3,LOS ALTOS,2701,9583,1957,2,Garage,,Sold,,,,,2500000,42040,2775000,http://www.redfin.com/CA/Los-Altos/1943-Annette-Ln-94024/home/1263618,MLSListings Inc. (MLSLI),ML81448222,Alain Pinel Realtors,N,Y,37.343641,-122.070055,0
Past Sale,Single Family Residential,1535 Grackle Way,SUNNYVALE,CA,94087,1395000,3,2,SUNNYVALE,1901,6112,1962,2,Garage,,Sold,,,,,1395000,42311,1400000,http://www.redfin.com/CA/Sunnyvale/1535-Grackle-Way-94087/home/1673840,MLSListings Inc. (MLSLI),ML81513768,RE/MAX Real Estate Services,N,Y,37.34365,-122.020141,0
Past Sale,Single Family Residential,1996 Colleen Dr,LOS ALTOS,CA,94024,2150000,4,3,LOS ALTOS,2089,11763,1957,2,Garage,,Sold,,,,,2150000,42136,2620000,http://www.redfin.com/CA/Los-Altos/1996-Colleen-Dr-94024/home/767270,MLSListings Inc. (MLSLI),ML81463864,Coldwell Banker,N,Y,37.343877,-122.072478,0
Past Sale,Single Family Residential,1519 Samedra St,Sunnyvale,CA,94087,,3,2,94087,1570,,1956,,,,,,,,,,42053,1850000,http://www.redfin.com/CA/Sunnyvale/1519-Samedra-St-94087/home/1830121,,,,N,Y,37.343957,-122.051409,
Past Sale,Single Family Residential,742 Durshire Way,Sunnyvale,CA,94087,,3,2,94087,1302,,1962,,,,,,,,,,42059,1400000,http://www.redfin.com/CA/Sunnyvale/742-Durshire-Way-94087/home/1382916,,,,N,Y,37.343962,-122.020487,
Past Sale,Single Family Residential,1912 Farndon Ave,Los Altos,CA,94024,,4,3.5,94024,3965,,2009,,,,,,,,,,42207,3450000,http://www.redfin.com/CA/Los-Altos/1912-Farndon-Ave-94024/home/664056,,,,N,Y,37.344156,-122.067434,
Past Sale,Single Family Residential,526 Davenport Ct,Sunnyvale,CA,94087,,2,2,94087,1172,,1968,,,,,,,,,,42158,1450000,http://www.redfin.com/CA/Sunnyvale/526-Davenport-Ct-94087/home/773430,,,,N,Y,37.344202,-122.0335,
Past Sale,Single Family Residential,1514 Oriole Ave,Sunnyvale,CA,94087,,4,2.5,94087,1631,,1966,,,,,,,,,,42138,1701000,http://www.redfin.com/CA/Sunnyvale/1514-Oriole-Ave-94087/home/550793,,,,N,Y,37.344256,-122.009678,
Past Sale,Single Family Residential,1997 Colleen Dr,LOS ALTOS,CA,94024,2300000,3,2.5,LOS ALTOS,1886,13504,1958,2,Garage,,Sold,,,,,2300000,42341,2070000,http://www.redfin.com/CA/Los-Altos/1997-Colleen-Dr-94024/home/1673502,MLSListings Inc. (MLSLI),ML81515893,Marshall Realty,N,Y,37.344273,-122.072025,0
Past Sale,Single Family Residential,1931 Deodara Dr,LOS ALTOS,CA,94024,2799000,5,3.5,LOS ALTOS,3061,10100,1969,2,Garage,,Sold,,,,,2799000,42137,2799000,http://www.redfin.com/CA/Los-Altos/1931-Deodara-Dr-94024/home/1141015,MLSListings Inc. (MLSLI),ML81462061,Intero Real Estate Services,N,Y,37.344309,-122.077463,0
Past Sale,Single Family Residential,1508 Harrison Ct,SUNNYVALE,CA,94087,1449000,3,2,SUNNYVALE,1250,8948,1959,2,Garage,,Sold,,,,,1449000,42255,1820000,http://www.redfin.com/CA/Sunnyvale/1508-Harrison-Ct-94087/home/768560,MLSListings Inc. (MLSLI),ML81499538,Sereno Group,N,Y,37.34443,-122.05277,0
Past Sale,Single Family Residential,1487 Yukon Dr,SUNNYVALE,CA,94087,1188000,3,2,SUNNYVALE,1236,3920,1968,2,Garage,,Sold,,,,,1188000,42211,1450000,http://www.redfin.com/CA/Sunnyvale/1487-Yukon-Dr-94087/home/1364804,MLSListings Inc. (MLSLI),ML81472151,WePro Real Estate Services,N,Y,37.344486,-122.03396,0
Past Sale,Single Family Residential,1530 Lochinvar Ave,SUNNYVALE,CA,94087,1329000,3,3,SUNNYVALE,1678,6000,1958,2,Garage,,Sold,,,,,1329000,42130,1678000,http://www.redfin.com/CA/Sunnyvale/1530-Lochinvar-Ave-94087/home/1830006,MLSListings Inc. (MLSLI),ML81462415,Keller Williams Realty - Cupertino,N,Y,37.344491,-122.003184,0
Past Sale,Single Family Residential,1586 Holt Ave,Los Altos,CA,94024,,4,2,94024,1889,,1958,,,,,,,,,,42171,2300000,http://www.redfin.com/CA/Los-Altos/1586-Holt-Ave-94024/home/1475538,,,,N,Y,37.344556,-122.068865,
Past Sale,Single Family Residential,1500 Holt Ave,LOS ALTOS,CA,94024,1895000,4,2.5,LOS ALTOS,2078,10454,1956,2,Garage,,Sold,,,,,1895000,42181,2450000,http://www.redfin.com/CA/Los-Altos/1500-Holt-Ave-94024/home/1023970,MLSListings Inc. (MLSLI),ML81468574,Alain Pinel Realtors,N,Y,37.344595,-122.071947,0
Past Sale,Single Family Residential,1911 Colleen Dr,Los Altos,CA,94024,,3,2,94024,1602,,1958,,,,,,,,,,42166,2070000,http://www.redfin.com/CA/Los-Altos/1911-Colleen-Dr-94024/home/765725,,,,N,Y,37.344599,-122.074243,
Past Sale,Single Family Residential,1502 S Mary Ave,SUNNYVALE,CA,94087,1468000,3,2,SUNNYVALE,1603,9734,1956,2,Garage,,Sold,,,,,1468000,42338,1700000,http://www.redfin.com/CA/Sunnyvale/1502-S-Mary-Ave-94087/home/1548505,MLSListings Inc. (MLSLI),ML81519718,Coldwell Banker,N,Y,37.344612,-122.049645,0
Past Sale,Single Family Residential,1501 S Mary Ave,SUNNYVALE,CA,94087,1428000,3,2,SUNNYVALE,1603,9583,1956,2,Garage,,Sold,,,,,1428000,42094,1725000,http://www.redfin.com/CA/Sunnyvale/1501-S-Mary-Ave-94087/home/1752692,MLSListings Inc. (MLSLI),ML81455999,Valley Real Estate Services,N,Y,37.344614,-122.050334,0
Past Sale,Single Family Residential,942 Eton Way,SUNNYVALE,CA,94087,1488000,4,2,SUNNYVALE,1652,6336,1966,2,Garage,,Sold,,,,,1488000,42382,1675000,http://www.redfin.com/CA/Sunnyvale/942-Eton-Way-94087/home/1226815,MLSListings Inc. (MLSLI),ML81533993,Keller Williams Realty - Cupertino,N,Y,37.344615,-122.011072,0
Past Sale,Single Family Residential,950 Eton Way,Sunnyvale,CA,94087,,4,2.5,94087,2338,,1967,,,,,,,,,,42135,1580000,http://www.redfin.com/CA/Sunnyvale/950-Eton-Way-94087/home/1615093,,,,N,Y,37.344638,-122.010633,
Past Sale,Single Family Residential,1501 Flamingo Way,SUNNYVALE,CA,94087,1425000,3,2,SUNNYVALE,1880,6987,1962,2,Garage,,Sold,,,,,1425000,42213,1550000,http://www.redfin.com/CA/Sunnyvale/1501-Flamingo-Way-94087/home/1264851,MLSListings Inc. (MLSLI),ML81470633,Sereno Group,N,Y,37.344672,-122.02197,0
Past Sale,Single Family Residential,901 Eton Way,Sunnyvale,CA,94087,,4,2.5,94087,1977,,1967,,,,,,,,,,42067,1650000,http://www.redfin.com/CA/Sunnyvale/901-Eton-Way-94087/home/1417328,,,,N,Y,37.344924,-122.013528,
Past Sale,Single Family Residential,748 Mora Dr,LOS ALTOS,CA,94024,3395000,5,3.5,LOS ALTOS,3864,46368,1963,3,Garage,,Sold,,,,,3395000,42209,3705000,http://www.redfin.com/CA/Los-Altos/748-Mora-Dr-94024/home/1263806,MLSListings Inc. (MLSLI),ML81472131,Sereno Group,N,Y,37.344944,-122.091816,0
Past Sale,Single Family Residential,1892 Middleton Ave,Los Altos,CA,94024,2295000,4,3,Los Altos,2706,11615,1960,1,,,Sold,,,,,2295000,42240,2058000,http://www.redfin.com/CA/Los-Altos/1892-Middleton-Ave-94024/home/1118626,San Francisco Association of Realtors (SFARMLS),434868,Coldwell Banker Res. R.E. Svc.,N,Y,37.344956,-122.076424,0
Past Sale,Single Family Residential,859 The Dalles Ave,SUNNYVALE,CA,94087,1950000,4,2,SUNNYVALE,1768,7658,1961,2,Garage,,Sold,,,,,1950000,42345,1950000,http://www.redfin.com/CA/Sunnyvale/859-The-Dalles-Ave-94087/home/926218,MLSListings Inc. (MLSLI),ML81514557,Intero Real Estate Services,N,Y,37.345049,-122.048481,0
Past Sale,Single Family Residential,2071 Robinhood Ln,LOS ALTOS,CA,94024,2098000,4,2.5,LOS ALTOS,2300,10019,1967,2,Garage,,Sold,,,,42304,2500000,42342,2100000,http://www.redfin.com/CA/Los-Altos/2071-Robinhood-Ln-94024/home/1336808,MLSListings Inc. (MLSLI),ML81501616,Diversified RE Services,N,Y,37.345051,-122.08609,0
Past Sale,Single Family Residential,985 The Dalles Ave,SUNNYVALE,CA,94087,1650000,3,2,SUNNYVALE,1946,7932,1955,2,Garage,,Sold,,,,,1650000,42192,1836000,http://www.redfin.com/CA/Sunnyvale/985-The-Dalles-Ave-94087/home/1830126,MLSListings Inc. (MLSLI),ML81468003,Coldwell Banker,N,Y,37.345051,-122.054325,0
Past Sale,Single Family Residential,749 The Dalles Ave,Sunnyvale,CA,94087,,4,2,94087,2133,,1961,,,,,,,,,,42145,2100000,http://www.redfin.com/CA/Sunnyvale/749-The-Dalles-Ave-94087/home/550997,,,,N,Y,37.345063,-122.04315,
Past Sale,Single Family Residential,737 The Dalles Ave,SUNNYVALE,CA,94087,1698000,4,2,SUNNYVALE,1797,8066,1962,2,Garage,,Sold,,,,,1698000,42193,1907818,http://www.redfin.com/CA/Sunnyvale/737-The-Dalles-Ave-94087/home/1087865,MLSListings Inc. (MLSLI),ML81469597,Intero Real Estate Services,N,Y,37.345064,-122.042637,0
Past Sale,Single Family Residential,643 Dunholme Way,SUNNYVALE,CA,94087,1798000,4,3,SUNNYVALE,2818,8712,2004,2,Garage,,Sold,,,,,1798000,42075,2020000,http://www.redfin.com/CA/Sunnyvale/643-Dunholme-Way-94087/home/1499627,MLSListings Inc. (MLSLI),ML81453323,Intero Real Estate Services,N,Y,37.34514,-122.024228,0
Past Sale,Single Family Residential,932 Marion Way,SUNNYVALE,CA,94087,1888000,5,4.5,SUNNYVALE,3111,8649,2015,2,Garage,,Sold,,,,,1888000,42342,1850000,http://www.redfin.com/CA/Sunnyvale/932-Marion-Way-94087/home/829175,MLSListings Inc. (MLSLI),ML81513775,Keller Williams Realty - Cupertino,N,Y,37.345188,-122.013988,0
Past Sale,Single Family Residential,952 Marion Way,SUNNYVALE,CA,94087,1998000,4,3.5,SUNNYVALE,3123,9424,2011,2,Garage,,Sold,,,,,1998000,42114,2250000,http://www.redfin.com/CA/Sunnyvale/952-Marion-Way-94087/home/1119926,MLSListings Inc. (MLSLI),ML81458844,Coldwell Banker,N,Y,37.345321,-122.011717,0
Past Sale,Single Family Residential,952 Marion Way,SUNNYVALE,CA,94087,1998000,4,3.5,SUNNYVALE,3123,9424,2011,2,Garage,,Sold,,,,,1998000,42114,2250000,http://www.redfin.com/CA/Sunnyvale/952-Marion-Way-94087/home/1119926,MLSListings Inc. (MLSLI),ML81458844,Coldwell Banker,N,Y,37.345321,-122.011717,0
Past Sale,Single Family Residential,1474 Owen Sound Dr,SUNNYVALE,CA,94087,1698000,4,2.5,SUNNYVALE,1832,7841,1962,2,Garage,,Sold,,,,,1698000,42257,2000000,http://www.redfin.com/CA/Sunnyvale/1474-Owen-Sound-Dr-94087/home/1200300,MLSListings Inc. (MLSLI),ML81499595,Keller Williams Palo Alto,N,Y,37.345467,-122.039318,0
Past Sale,Single Family Residential,642 Dorset Way,Sunnyvale,CA,94087,,3,2.5,94087,1784,,1962,,,,,,,,,,42142,1580500,http://www.redfin.com/CA/Sunnyvale/642-Dorset-Way-94087/home/1364456,,,,N,Y,37.345524,-122.024705,
Past Sale,Single Family Residential,761 Thorsen Ct,LOS ALTOS,CA,94024,3895000,3,3.5,LOS ALTOS,4304,38775,1972,4,Garage,,Sold,,,,,3895000,42057,3700000,http://www.redfin.com/CA/Los-Altos/761-Thorsen-Ct-94024/home/1216305,MLSListings Inc. (MLSLI),ML81449306,Coldwell Banker Los Altos,N,Y,37.345539,-122.093682,0
Past Sale,Single Family Residential,1480 Samedra St,SUNNYVALE,CA,94087,1498000,3,2,SUNNYVALE,1687,9035,1955,1,Garage,,Sold,,,,,1498000,42192,1530000,http://www.redfin.com/CA/Sunnyvale/1480-Samedra-St-94087/home/745940,MLSListings Inc. (MLSLI),ML81467122,KW Bay Area Estates,N,Y,37.345543,-122.050763,0
Past Sale,Single Family Residential,1484 Chukar Ct,SUNNYVALE,CA,94087,1798000,4,2,SUNNYVALE,1880,9600,1971,2,Garage,,Sold,,,,,1798000,42214,1975000,http://www.redfin.com/CA/Sunnyvale/1484-Chukar-Ct-94087/home/1530907,MLSListings Inc. (MLSLI),ML81471950,Coldwell Banker,N,Y,37.34557,-122.026964,0
Past Sale,Single Family Residential,1478 Chickadee Ct,SUNNYVALE,CA,94087,1325000,3,2,SUNNYVALE,1545,7350,1971,2,Garage,,Sold,,,,,1325000,42131,1710000,http://www.redfin.com/CA/Sunnyvale/1478-Chickadee-Ct-94087/home/567729,MLSListings Inc. (MLSLI),ML81462515,Goodview Financial R.E.,N,Y,37.345651,-122.028087,0
Past Sale,Single Family Residential,996 Crooked Creek Dr,LOS ALTOS,CA,94024,2398000,4,3,LOS ALTOS,2780,13939,1956,2,Garage,,Sold,,,,,2398000,42307,2630000,http://www.redfin.com/CA/Los-Altos/996-Crooked-Creek-Dr-94024/home/1325802,MLSListings Inc. (MLSLI),ML81515907,Intero Real Estate Services,N,Y,37.345723,-122.088297,0
